Transaction_ID,Transaction_Date,Date_Key,Merchant_ID,Customer_ID,Product_ID,City_ID,Payment_ID,Payment_Method,UPI_Type,Quantity,Gross_Sales_Amount,Discount,Transaction_Amount,Cost_of_Goods,Gross_Profit,Transaction_Status
TXN000589,2026-07-26,20260726,M006,CUST0417,P040,C006,PAY003,Credit Card,,1,1421.45,28.43,1393.02,960,433.02,Success
TXN000590,2026-04-02,20260402,M041,CUST0287,P023,C016,PAY001,UPI,P2M,1,3809.57,76.19,3733.38,2660,1073.38,Success
TXN000591,2026-06-07,20260607,M086,CUST0228,P020,C011,PAY005,Cash,,3,62459.03,0.0,62459.03,45720,16739.03,Success
TXN000592,2026-08-12,20260812,M025,CUST0329,P031,C025,PAY004,Debit Card,,1,525.02,0.0,525.02,410,115.02,Success
TXN000593,2026-05-25,20260525,M072,CUST0030,P038,C022,PAY001,UPI,P2M,1,1223.91,146.87,1077.04,810,267.04,Failed
TXN000594,2026-06-14,20260614,M081,CUST0482,P046,C006,PAY001,UPI,P2M,1,495.56,0.0,495.56,290,205.56,Success
TXN000595,2026-05-18,20260518,M036,CUST0400,P029,C011,PAY001,UPI,P2M,2,4479.42,223.97,4255.45,3520,735.45,Success
TXN000596,2026-05-21,20260521,M085,CUST0367,P007,C010,PAY004,Debit Card,,3,101180.24,5059.01,96121.23,88440,7681.23,Success
TXN000597,2026-07-03,20260703,M088,CUST0066,P007,C013,PAY001,UPI,P2M,1,37197.47,1859.87,35337.6,29480,5857.6,Success
TXN000598,2026-05-27,20260527,M075,CUST0447,P010,C025,PAY001,UPI,P2M,1,4818.66,385.49,4433.17,3270,1163.17,Success
TXN000599,2026-09-20,20260920,M030,CUST0408,P022,C005,PAY003,Credit Card,,1,934.77,18.7,916.07,740,176.07,Success
TXN000600,2026-08-22,20260822,M097,CUST0130,P049,C022,PAY001,UPI,P2M,2,33663.94,1683.2,31980.74,26360,5620.74,Success
TXN000601,2026-05-24,20260524,M085,CUST0384,P011,C010,PAY004,Debit Card,,1,3639.68,181.98,3457.69,2510,947.69,Success
TXN000602,2026-07-02,20260702,M061,CUST0107,P022,C011,PAY001,UPI,P2M,1,984.6,78.77,905.84,740,165.84,Success
TXN000603,2026-04-22,20260422,M020,CUST0037,P028,C020,PAY004,Debit Card,,1,834.81,41.74,793.07,540,253.07,Success
TXN000604,2026-09-21,20260921,M028,CUST0457,P016,C003,PAY001,UPI,P2M,1,32678.49,0.0,32678.49,26970,5708.49,Success
TXN000605,2026-09-05,20260905,M025,CUST0316,P038,C025,PAY004,Debit Card,,2,2271.61,181.73,2089.88,1620,469.88,Success
TXN000606,2026-08-25,20260825,M012,CUST0460,P023,C012,PAY001,UPI,P2M,1,3950.82,79.02,3871.8,2660,1211.8,Failed
TXN000607,2026-09-21,20260921,M051,CUST0148,P017,C001,PAY003,Credit Card,,1,22599.38,0.0,22599.38,18170,4429.38,Success
TXN000608,2026-04-22,20260422,M015,CUST0137,P024,C015,PAY001,UPI,P2M,1,3565.35,0.0,3565.35,2390,1175.35,Success
TXN000609,2026-07-06,20260706,M014,CUST0058,P045,C014,PAY004,Debit Card,,1,637.82,31.89,605.93,460,145.93,Success
TXN000610,2026-05-08,20260508,M065,CUST0255,P017,C015,PAY001,UPI,P2M,1,25378.08,0.0,25378.08,18170,7208.08,Success
TXN000611,2026-07-10,20260710,M051,CUST0474,P011,C001,PAY001,UPI,P2M,2,7889.54,157.79,7731.75,5020,2711.75,Success
TXN000612,2026-04-03,20260403,M031,CUST0234,P019,C006,PAY001,UPI,P2M,1,15882.68,0.0,15882.68,12020,3862.68,Success
TXN000613,2026-07-14,20260714,M021,CUST0475,P020,C021,PAY001,UPI,P2M,1,21220.77,1061.04,20159.73,15240,4919.73,Success
TXN000614,2026-09-13,20260913,M044,CUST0321,P036,C019,PAY001,UPI,P2M,1,353.9,7.08,346.82,290,56.82,Success
TXN000615,2026-08-09,20260809,M070,CUST0026,P028,C020,PAY004,Debit Card,,1,792.99,63.44,729.55,540,189.55,Success
TXN000616,2026-07-17,20260717,M020,CUST0365,P044,C020,PAY003,Credit Card,,1,1592.93,31.86,1561.07,1120,441.07,Success
TXN000617,2026-06-18,20260618,M083,CUST0468,P047,C008,PAY005,Cash,,1,883.28,70.66,812.62,750,62.62,Success
TXN000618,2026-09-05,20260905,M054,CUST0249,P050,C004,PAY005,Cash,,1,67742.04,0.0,67742.04,57670,10072.04,Success
TXN000619,2026-05-29,20260529,M096,CUST0022,P045,C021,PAY001,UPI,P2M,1,618.69,30.93,587.75,460,127.75,Success
TXN000620,2026-04-29,20260429,M045,CUST0026,P023,C020,PAY005,Cash,,2,7382.42,0.0,7382.42,5320,2062.42,Success
TXN000621,2026-08-27,20260827,M034,CUST0391,P029,C009,PAY001,UPI,P2M,1,2170.49,108.52,2061.97,1760,301.97,Success
TXN000622,2026-06-05,20260605,M012,CUST0425,P037,C012,PAY004,Debit Card,,1,1279.61,0.0,1279.61,760,519.61,Success
TXN000623,2026-05-05,20260505,M005,CUST0056,P050,C005,PAY001,UPI,P2P,2,138817.23,0.0,138817.23,115340,23477.23,Success
TXN000624,2026-07-06,20260706,M098,CUST0069,P041,C023,PAY003,Credit Card,,2,3934.56,0.0,3934.56,2520,1414.56,Success
TXN000625,2026-05-08,20260508,M016,CUST0151,P030,C016,PAY001,UPI,P2M,1,3745.66,299.65,3446.01,3270,176.01,Success
TXN000626,2026-04-02,20260402,M018,CUST0128,P047,C018,PAY001,UPI,P2M,2,1715.72,0.0,1715.72,1500,215.72,Success
TXN000627,2026-09-21,20260921,M091,CUST0151,P020,C016,PAY003,Credit Card,,1,19223.84,961.19,18262.65,15240,3022.65,Success
TXN000628,2026-06-24,20260624,M075,CUST0432,P005,C025,PAY004,Debit Card,,1,46048.1,0.0,46048.1,33600,12448.1,Success
TXN000629,2026-07-29,20260729,M069,CUST0394,P008,C019,PAY005,Cash,,1,18221.95,0.0,18221.95,13520,4701.95,Success
TXN000630,2026-05-22,20260522,M058,CUST0109,P009,C008,PAY001,UPI,P2M,1,44286.05,0.0,44286.05,33370,10916.05,Success
TXN000631,2026-07-28,20260728,M010,CUST0456,P022,C010,PAY003,Credit Card,,1,919.64,0.0,919.64,740,179.64,Success
TXN000632,2026-07-04,20260704,M100,CUST0114,P030,C025,PAY001,UPI,P2M,2,7774.96,155.5,7619.46,6540,1079.46,Success
TXN000633,2026-07-22,20260722,M005,CUST0052,P035,C005,PAY001,UPI,P2M,1,395.01,0.0,395.01,250,145.01,Success
TXN000634,2026-05-08,20260508,M010,CUST0251,P036,C010,PAY004,Debit Card,,4,1562.97,78.15,1484.82,1160,324.82,Success
TXN000635,2026-09-25,20260925,M038,CUST0144,P040,C013,PAY001,UPI,P2M,1,1458.05,0.0,1458.05,960,498.05,Success
TXN000636,2026-08-01,20260801,M094,CUST0269,P049,C019,PAY005,Cash,,1,16995.86,849.79,16146.07,13180,2966.07,Success
TXN000637,2026-04-18,20260418,M053,CUST0341,P028,C003,PAY001,UPI,P2M,1,769.99,0.0,769.99,540,229.99,Success
TXN000638,2026-06-25,20260625,M096,CUST0150,P035,C021,PAY001,UPI,P2M,2,777.98,62.24,715.74,500,215.74,Success
TXN000639,2026-06-27,20260627,M035,CUST0144,P013,C010,PAY001,UPI,P2M,1,2785.82,0.0,2785.82,1770,1015.82,Success
TXN000640,2026-05-03,20260503,M032,CUST0206,P026,C007,PAY004,Debit Card,,1,1649.78,131.98,1517.8,1420,97.8,Success
TXN000641,2026-09-23,20260923,M044,CUST0097,P019,C019,PAY003,Credit Card,,1,14443.11,0.0,14443.11,12020,2423.11,Success
TXN000642,2026-07-12,20260712,M022,CUST0450,P030,C022,PAY003,Credit Card,,1,3835.35,76.71,3758.64,3270,488.64,Success
TXN000643,2026-07-10,20260710,M066,CUST0213,P036,C016,PAY003,Credit Card,,1,355.45,0.0,355.45,290,65.45,Success
TXN000644,2026-04-07,20260407,M069,CUST0407,P031,C019,PAY001,UPI,P2M,2,1025.72,51.29,974.43,820,154.43,Success
TXN000645,2026-06-04,20260604,M008,CUST0450,P035,C008,PAY004,Debit Card,,1,399.92,20.0,379.92,250,129.92,Success
TXN000646,2026-04-29,20260429,M015,CUST0190,P010,C015,PAY001,UPI,P2M,1,4400.17,220.01,4180.16,3270,910.16,Success
TXN000647,2026-09-16,20260916,M042,CUST0071,P049,C017,PAY003,Credit Card,,1,17187.9,2062.55,15125.35,13180,1945.35,Success
TXN000648,2026-06-29,20260629,M074,CUST0152,P002,C024,PAY004,Debit Card,,1,22480.22,449.6,22030.61,17660,4370.61,Success
TXN000649,2026-09-02,20260902,M099,CUST0033,P050,C024,PAY004,Debit Card,,1,71195.8,3559.79,67636.01,57670,9966.01,Success
TXN000650,2026-09-25,20260925,M078,CUST0360,P010,C003,PAY001,UPI,P2M,1,4729.48,236.47,4493.0,3270,1223.0,Success
TXN000651,2026-08-17,20260817,M068,CUST0475,P049,C018,PAY003,Credit Card,,1,17119.24,2054.31,15064.93,13180,1884.93,Success
TXN000652,2026-06-06,20260606,M015,CUST0263,P031,C015,PAY001,UPI,P2P,2,1056.56,0.0,1056.56,820,236.56,Success
TXN000653,2026-05-19,20260519,M085,CUST0373,P041,C010,PAY001,UPI,P2M,1,2029.92,0.0,2029.92,1260,769.92,Success
TXN000654,2026-05-19,20260519,M031,CUST0015,P003,C006,PAY005,Cash,,2,46312.84,2315.64,43997.2,36300,7697.2,Success
TXN000655,2026-09-06,20260906,M061,CUST0141,P001,C011,PAY001,UPI,P2M,1,16753.55,335.07,16418.48,13740,2678.48,Success
TXN000656,2026-09-23,20260923,M052,CUST0263,P032,C002,PAY002,UPI,P2P,2,1332.33,106.59,1225.75,940,285.75,Success
TXN000657,2026-06-22,20260622,M021,CUST0454,P015,C021,PAY001,UPI,P2M,1,5795.89,0.0,5795.89,4420,1375.89,Failed
TXN000658,2026-06-05,20260605,M066,CUST0408,P023,C016,PAY001,UPI,P2M,1,3673.48,183.67,3489.8,2660,829.8,Success
TXN000659,2026-09-04,20260904,M061,CUST0469,P028,C011,PAY004,Debit Card,,1,785.19,62.81,722.37,540,182.37,Success
TXN000660,2026-07-01,20260701,M090,CUST0182,P003,C015,PAY001,UPI,P2M,1,23800.61,1190.03,22610.58,18150,4460.58,Success
TXN000661,2026-09-27,20260927,M024,CUST0338,P013,C024,PAY001,UPI,P2M,2,5771.78,115.44,5656.34,3540,2116.34,Success
TXN000662,2026-09-26,20260926,M022,CUST0187,P018,C022,PAY001,UPI,P2M,3,32590.16,0.0,32590.16,22980,9610.16,Success
TXN000663,2026-08-28,20260828,M037,CUST0283,P028,C012,PAY004,Debit Card,,2,1602.58,0.0,1602.58,1080,522.58,Success
TXN000664,2026-05-16,20260516,M025,CUST0190,P037,C025,PAY004,Debit Card,,2,2493.48,124.67,2368.81,1520,848.81,Success
TXN000665,2026-07-27,20260727,M034,CUST0142,P029,C009,PAY004,Debit Card,,1,2270.51,0.0,2270.51,1760,510.51,Success
TXN000666,2026-04-05,20260405,M082,CUST0296,P023,C007,PAY001,UPI,P2M,2,7538.51,150.77,7387.74,5320,2067.74,Success
TXN000667,2026-06-07,20260607,M018,CUST0446,P044,C018,PAY001,UPI,P2M,1,1683.13,33.66,1649.46,1120,529.46,Success
TXN000668,2026-05-19,20260519,M060,CUST0405,P033,C010,PAY005,Cash,,4,747.56,37.38,710.18,600,110.18,Success
TXN000669,2026-06-02,20260602,M079,CUST0494,P021,C004,PAY003,Credit Card,,1,11442.15,572.11,10870.04,9100,1770.04,Success
TXN000670,2026-09-30,20260930,M034,CUST0249,P033,C009,PAY003,Credit Card,,2,335.0,6.7,328.3,300,28.3,Success
TXN000671,2026-07-27,20260727,M052,CUST0432,P009,C002,PAY004,Debit Card,,1,45293.15,0.0,45293.15,33370,11923.15,Success
TXN000672,2026-08-10,20260810,M018,CUST0150,P042,C018,PAY004,Debit Card,,1,581.92,29.1,552.82,510,42.82,Success
TXN000673,2026-05-12,20260512,M080,CUST0462,P036,C005,PAY002,UPI,P2P,4,1579.47,78.97,1500.5,1160,340.5,Success
TXN000674,2026-04-29,20260429,M023,CUST0296,P040,C023,PAY004,Debit Card,,1,1407.28,0.0,1407.28,960,447.28,Success
TXN000675,2026-06-06,20260606,M041,CUST0353,P018,C016,PAY001,UPI,P2M,3,32405.58,0.0,32405.58,22980,9425.58,Success
TXN000676,2026-08-26,20260826,M054,CUST0286,P049,C004,PAY005,Cash,,1,16931.22,0.0,16931.22,13180,3751.22,Success
TXN000677,2026-07-18,20260718,M017,CUST0436,P042,C017,PAY001,UPI,P2M,1,579.18,28.96,550.22,510,40.22,Success
TXN000678,2026-07-21,20260721,M083,CUST0110,P034,C008,PAY001,UPI,P2M,1,437.53,21.88,415.65,370,45.65,Success
TXN000679,2026-05-24,20260524,M082,CUST0239,P001,C007,PAY003,Credit Card,,1,17368.01,868.4,16499.61,13740,2759.61,Success
TXN000680,2026-09-05,20260905,M062,CUST0252,P035,C012,PAY001,UPI,P2M,1,364.52,29.16,335.36,250,85.36,Success
TXN000681,2026-09-10,20260910,M001,CUST0019,P043,C001,PAY001,UPI,P2M,1,923.35,0.0,923.35,560,363.35,Success
TXN000682,2026-05-25,20260525,M043,CUST0081,P009,C018,PAY001,UPI,P2M,1,43054.5,2152.72,40901.77,33370,7531.77,Success
TXN000683,2026-07-13,20260713,M026,CUST0314,P036,C001,PAY001,UPI,P2M,4,1481.19,0.0,1481.19,1160,321.19,Success
TXN000684,2026-04-22,20260422,M091,CUST0359,P022,C016,PAY001,UPI,P2M,1,980.53,49.03,931.5,740,191.5,Success
TXN000685,2026-05-04,20260504,M082,CUST0483,P019,C007,PAY002,UPI,P2P,1,15007.51,750.38,14257.13,12020,2237.13,Success
TXN000686,2026-05-10,20260510,M023,CUST0461,P031,C023,PAY003,Credit Card,,1,503.26,25.16,478.1,410,68.1,Success
TXN000687,2026-09-21,20260921,M080,CUST0125,P032,C005,PAY001,UPI,P2M,1,608.78,73.05,535.72,470,65.72,Success
TXN000688,2026-08-09,20260809,M052,CUST0029,P044,C002,PAY005, Cash ,,1,1667.09,0.0,1667.09,1120,547.09,Success
TXN000689,2026-08-27,20260827,M020,CUST0413,P042,C020,PAY002,UPI,P2P,1,616.67,30.83,585.84,510,75.84,Success
TXN000690,2026-06-12,20260612,M035,CUST0460,P043,C010,PAY001,UPI,P2M,1,866.24,0.0,866.24,560,306.24,Success
TXN000691,2026-05-27,20260527,M082,CUST0369,P024,C007,PAY001,UPI,P2M,1,3753.98,187.7,3566.28,2390,1176.28,Success
TXN000692,2026-04-19,20260419,M098,CUST0150,P039,C023,PAY004,Debit Card,,1,641.41,12.83,628.59,460,168.59,Success
TXN000693,2026-04-11,20260411,M057,CUST0079,P012,C007,PAY001,UPI,P2M,1,1996.88,0.0,1996.88,1600,396.88,Success
TXN000694,2026-04-12,20260412,M013,CUST0148,P039,C013,PAY004,Debit Card,,1,581.4,29.07,552.33,460,92.33,Success
TXN000695,2026-06-30,20260630,M099,CUST0353,P005,C024,PAY001,UPI,P2M,2,94081.08,0.0,94081.08,67200,26881.08,Success
TXN000696,2026-07-24,20260724,M076,CUST0072,P046,C001,PAY001,UPI,P2M,1,451.1,0.0,451.1,290,161.1,Success
TXN000697,2026-06-14,20260614,M054,CUST0076,P003,C004,PAY004,Debit Card,,1,23789.09,0.0,23789.09,18150,5639.09,Success
TXN000698,2026-04-01,20260401,M083,CUST0264,P011,C008,PAY001,UPI,P2M,1,4021.76,201.09,3820.68,2510,1310.68,Success
TXN000699,2026-04-19,20260419,M040,CUST0129,P014,C015,PAY001,UPI,P2M,3,13495.35,269.91,13225.44,10500,2725.44,Success
TXN000700,2026-08-23,20260823,M014,CUST0013,P005,C014,PAY001,UPI,P2M,1,46474.8,2323.74,44151.06,33600,10551.06,Success
TXN000701,2026-05-09,20260509,M002,CUST0378,P043,C002,PAY005,Cash,,1,854.02,42.7,811.32,560,251.32,Success
TXN000702,2026-05-27,20260527,M010,CUST0063,P027,C010,PAY005,Cash,,1,3752.25,75.05,3677.21,3040,637.21,Success
TXN000703,2026-05-10,20260510,M088,CUST0202,P033,C013,PAY003,Credit Card,,3,509.48,0.0,509.48,450,59.48,Success
TXN000704,2026-08-07,20260807,M088,CUST0238,P015,C013,PAY004,Debit Card,,1,5866.03,117.32,5748.71,4420,1328.71,Success
TXN000705,2026-08-12,20260812,M044,CUST0373,P036,C019,PAY001,UPI,P2M,1,375.77,7.52,368.26,290,78.26,Success
TXN000706,2026-04-12,20260412,M076,CUST0275,P040,C001,PAY001,UPI,P2P,1,1444.65,0.0,1444.65,960,484.65,Success
TXN000707,2026-07-15,20260715,M043,CUST0481,P027,C018,PAY004,Debit Card,,1,3906.39,0.0,3906.39,3040,866.39,Success
TXN000708,2026-06-06,20260606,M093,CUST0104,P001,C018,PAY005,Cash,,1,16969.05,0.0,16969.05,13740,3229.05,Success
TXN000709,2026-04-19,20260419,M082,CUST0016,P036,C007,PAY001,UPI,P2P,1,394.7,0.0,394.7,290,104.7,Success
TXN000710,2026-05-20,20260520,M045,CUST0496,P009,C020,PAY003,Credit Card,,1,44647.58,2232.38,42415.2,33370,9045.2,Success
TXN000711,2026-08-06,20260806,M091,CUST0337,P014,C016,PAY005,Cash,,1,4094.43,204.72,3889.71,3500,389.71,Success
TXN000712,2026-06-29,20260629,M092,CUST0304,P036,C017,PAY004,Debit Card,,4,1481.23,29.62,1451.61,1160,291.61,Success
TXN000713,2026-09-04,20260904,M026,CUST0119,P032,C001,PAY001,UPI,P2M,1,637.84,31.89,605.95,470,135.95,Success
TXN000714,2026-05-02,20260502,M035,CUST0057,P010,C010,PAY001,UPI,P2M,1,4308.16,86.16,4222.0,3270,952.0,Success
TXN000715,2026-08-20,20260820,M084,CUST0113,P038,C009,PAY003,Credit Card,,3,3717.73,0.0,3717.73,2430,1287.73,Success
TXN000716,2026-06-17,20260617,M015,CUST0200,P024,C015,PAY001,UPI,P2M,1,3414.25,273.14,3141.11,2390,751.11,Success
TXN000717,2026-08-25,20260825,M029,CUST0079,P045,C004,PAY001,UPI,P2M,4,2535.92,0.0,2535.92,1840,695.92,Success
TXN000718,2026-09-16,20260916,M053,CUST0053,P027,C003,PAY004,Debit Card,,1,3700.88,74.02,3626.87,3040,586.87,Failed
TXN000719,2026-08-26,20260826,M098,CUST0317,P037,C023,PAY004,Debit Card,,1,1222.7,61.14,1161.57,760,401.57,Success
TXN000720,2026-07-25,20260725,M041,CUST0102,P020,C016,PAY002,UPI,P2P,1,19214.11,384.28,18829.83,15240,3589.83,Success
TXN000721,2026-04-11,20260411,M042,CUST0129,P007,C017,PAY001,UPI,P2M,2,74326.01,0.0,74326.01,58960,15366.01,Success
TXN000722,2026-09-26,20260926,M059,CUST0263,P007,C009,PAY005,Cash,,1,35763.82,0.0,35763.82,29480,6283.82,Success
TXN000723,2026-07-12,20260712,M018,CUST0399,P012,C018,PAY001,UPI,P2M,2,3683.78,0.0,3683.78,3200,483.78,Success
TXN000724,2026-08-01,20260801,M043,CUST0186,P016,C018,PAY001,UPI,P2M,3,97366.93,1947.34,95419.59,80910,14509.59,Success
TXN000725,2026-05-09,20260509,M020,CUST0207,P026,C020,PAY004,Debit Card,,1,1605.1,0.0,1605.1,1420,185.1,Success
TXN000726,2026-05-24,20260524,M021,CUST0472,P037,C021,PAY001,UPI,P2M,1,1339.67,107.17,1232.5,760,472.5,Success
TXN000727,2026-04-14,20260414,M095,CUST0440,P011,C020,PAY005,Cash,,1,3788.89,75.78,3713.11,2510,1203.11,Success
TXN000728,2026-09-08,20260908,M084,CUST0236,P049,C009,PAY001,UPI,P2M,1,15439.58,0.0,15439.58,13180,2259.58,Success
TXN000729,2026-07-27,20260727,M023,CUST0427,P026,C023,PAY004,Debit Card,,1,1706.11,34.12,1671.98,1420,251.98,Success
TXN000730,2026-06-12,20260612,M063,CUST0203,P012,C013,PAY003,Credit Card,,2,3732.7,186.63,3546.06,3200,346.06,Success
TXN000731,2026-05-14,20260514,M038,CUST0415,P022,C013,PAY004,Debit Card,,3,2729.78,218.38,2511.4,2220,291.4,Success
TXN000732,2026-07-09,20260709,M043,CUST0375,P001,C018,PAY003,Credit Card,,2,34886.63,1744.33,33142.29,27480,5662.29,Success
TXN000733,2026-09-14,20260914,M089,CUST0444,P036,C014,PAY005,Cash,,2,785.15,39.26,745.89,580,165.89,Success
TXN000734,2026-09-07,20260907,M077,CUST0309,P035,C002,PAY001,UPI,P2M,2,735.81,0.0,735.81,500,235.81,Success
TXN000735,2026-07-08,20260708,M004,CUST0009,P034,C004,PAY001,UPI,P2M,1,482.34,0.0,482.34,370,112.34,Success
TXN000736,2026-07-03,20260703,M071,CUST0181,P027,C021,PAY001,UPI,P2M,1,3628.3,0.0,3628.3,3040,588.3,Success
TXN000737,2026-08-16,20260816,M079,CUST0136,P037,C004,PAY005,Cash,,1,1239.3,0.0,1239.3,760,479.3,Success
TXN000738,2026-05-18,20260518,M014,CUST0458,P023,C014,PAY005,Cash,,1,3965.51,198.28,3767.23,2660,1107.23,Success
TXN000739,2026-08-08,20260808,M053,CUST0335,P031,C003,PAY001,UPI,P2M,3,1559.01,31.18,1527.83,1230,297.83,Success
TXN000740,2026-04-11,20260411,M046,CUST0453,P011,C021,PAY001,UPI,P2P,1,3793.53,0.0,3793.53,2510,1283.53,Success
TXN000741,2026-05-01,20260501,M014,CUST0336,P013,C014,PAY001,UPI,P2M,1,2910.32,0.0,2910.32,1770,1140.32,Success
TXN000742,2026-09-05,20260905,M085,CUST0252,P032,C010,PAY001,UPI,P2M,1,604.85,0.0,604.85,470,134.85,Success
TXN000743,2026-04-22,20260422,M080,CUST0411,P001,C005,PAY005,Cash,,2,33702.3,0.0,33702.3,27480,6222.3,Success
TXN000744,2026-05-26,20260526,M002,CUST0416,P050,C002,PAY001,UPI,P2M,1,65992.3,3299.61,62692.68,57670,5022.68,Success
TXN000745,2026-07-20,20260720,M010,CUST0495,P042,C010,PAY003,Credit Card,,1,583.85,0.0,583.85,510,73.85,Success
TXN000746,2026-06-07,20260607,M078,CUST0333,P036,C003,PAY004,Debit Card,,1,365.91,7.32,358.59,290,68.59,Success
TXN000747,2026-09-21,20260921,M035,CUST0435,P019,C010,PAY003,Credit Card,,1,16014.65,320.29,15694.36,12020,3674.36,Success
TXN000748,2026-04-12,20260412,M040,CUST0438,P041,C015,PAY001,UPI,P2M,1,2172.03,108.6,2063.43,1260,803.43,Success
TXN000749,2026-06-12,20260612,M061,CUST0322,P023,C011,PAY001,UPI,P2M,2,8163.54,0.0,8163.54,5320,2843.54,Success
TXN000750,2026-04-21,20260421,M084,CUST0387,P044,C009,PAY004,Debit Card,,1,1747.75,34.96,1712.8,1120,592.8,Success
TXN000751,2026-06-12,20260612,M038,CUST0002,P039,C013,PAY001,UPI,P2M,2,1287.34,0.0,1287.34,920,367.34,Success
TXN000752,2026-08-08,20260808,M024,CUST0299,P011,C024,PAY001,UPI,P2M,1,3908.77,0.0,3908.77,2510,1398.77,Failed
TXN000753,2026-04-24,20260424,M020,CUST0487,P047,C020,PAY001,UPI,P2M,1,897.96,0.0,897.96,750,147.96,Success
TXN000754,2026-08-13,20260813,M032,CUST0095,P023,C007,PAY001,UPI,P2M,2,7614.24,0.0,7614.24,5320,2294.24,Success
TXN000755,2026-09-13,20260913,M078,CUST0078,P003,C003,PAY001,UPI,P2M,1,25068.58,0.0,25068.58,18150,6918.58,Success
TXN000756,2026-09-19,20260919,M060,CUST0368,P010,C010,PAY004,Debit Card,,1,4536.92,226.85,4310.08,3270,1040.08,Success
TXN000757,2026-07-20,20260720,M028,CUST0260,P020,C003,PAY001,UPI,P2M,4,78573.09,9428.77,69144.32,60960,8184.32,Success
TXN000758,2026-08-18,20260818,M051,CUST0260,P032,C001,PAY005,Cash,,3,1795.05,35.9,1759.15,1410,349.15,Success
TXN000759,2026-04-25,20260425,M094,CUST0038,P040,C019,PAY003,Credit Card,,1,1403.89,0.0,1403.89,960,443.89,Success
TXN000760,2026-08-09,20260809,M049,CUST0432,P035,C024,PAY005,Cash,,1,403.21,0.0,403.21,250,153.21,Success
TXN000761,2026-08-30,20260830,M097,CUST0044,P015,C022,PAY001,UPI,P2M,1,5794.39,0.0,5794.39,4420,1374.39,Success
TXN000762,2026-04-02,20260402,M016,CUST0022,P004,C016,PAY003,Credit Card,,4,148612.7,0.0,148612.7,120000,28612.7,Success
TXN000763,2026-07-25,20260725,M030,CUST0429,P041,C005,PAY004,Debit Card,,1,2104.11,0.0,2104.11,1260,844.11,Success
TXN000764,2026-08-06,20260806,M044,CUST0409,P033,C019,PAY001,UPI,P2M,1,179.65,3.59,176.05,150,26.05,Success
TXN000765,2026-07-01,20260701,M044,CUST0080,P021,C019,PAY001,UPI,P2M,1,10839.17,867.13,9972.04,9100,872.04,Success
TXN000766,2026-05-30,20260530,M021,CUST0047,P042,C021,PAY001,UPI,P2M,1,621.65,31.08,590.57,510,80.57,Success
TXN000767,2026-06-25,20260625,M008,CUST0499,P033,C008,PAY003,Credit Card,,1,166.58,3.33,163.25,150,13.25,Success
TXN000768,2026-09-30,20260930,M087,CUST0283,P030,C012,PAY001,UPI,P2M,1,3726.02,0.0,3726.02,3270,456.02,Success
TXN000769,2026-07-25,20260725,M094,CUST0009,P033,C019,PAY001,UPI,P2M,3,540.14,0.0,540.14,450,90.14,Success
TXN000770,2026-04-07,20260407,M001,CUST0299,P030,C001,PAY003,Credit Card,,1,3686.69,442.4,3244.29,3270,-25.71,Success
TXN000771,2026-04-12,20260412,M097,CUST0130,P023,C022,PAY005,Cash,,2,7612.66,609.01,7003.64,5320,1683.64,Success
TXN000772,2026-07-19,20260719,M047,CUST0342,P009,C022,PAY003,Credit Card,,1,47433.48,2371.67,45061.81,33370,11691.81,Success
TXN000773,2026-06-29,20260629,M048,CUST0024,P001,C023,PAY003,Credit Card,,1,16765.79,335.32,16430.48,13740,2690.48,Success
TXN000774,2026-05-27,20260527,M070,CUST0240,P012,C020,PAY001,UPI,P2M,1,1908.9,38.18,1870.72,1600,270.72,Success
TXN000775,2026-08-01,20260801,M062,CUST0367,P044,C012,PAY001,UPI,P2M,1,1640.61,82.03,1558.58,1120,438.58,Success
TXN000776,2026-08-04,20260804,M052,CUST0490,P004,C002,PAY001,UPI,P2M,1,37372.22,747.44,36624.78,30000,6624.78,Success
TXN000777,2026-08-25,20260825,M058,CUST0188,P031,C008,PAY001,UPI,P2M,1,481.52,0.0,481.52,410,71.52,Success
TXN000778,2026-04-26,20260426,M040,CUST0321,P027,C015,PAY003,Credit Card,,2,7800.57,936.07,6864.5,6080,784.5,Success
TXN000779,2026-08-14,20260814,M091,CUST0170,P013,C016,PAY003,Credit Card,,1,2853.21,0.0,2853.21,1770,1083.21,Success
TXN000780,2026-04-27,20260427,M038,CUST0022,P045,C013,PAY001,UPI,P2M,1,616.93,12.34,604.59,460,144.59,Failed
TXN000781,2026-09-27,20260927,M039,CUST0093,P014,C014,PAY001,UPI,P2M,1,4006.57,0.0,4006.57,3500,506.57,Success
TXN000782,2026-07-01,20260701,M031,CUST0460,P028,C006,PAY001,UPI,P2M,1,802.79,16.06,786.73,540,246.73,Success
TXN000783,2026-08-30,20260830,M057,CUST0273,P018,C007,PAY001,UPI,P2P,1,10991.11,549.56,10441.56,7660,2781.56,Success
TXN000784,2026-08-24,20260824,M094,CUST0481,P032,C019,PAY004,Debit Card,,1,627.18,31.36,595.82,470,125.82,Success
TXN000785,2026-09-13,20260913,M008,CUST0322,P044,C008,PAY001,UPI,P2M,1,1748.1,34.96,1713.13,1120,593.13,Failed
TXN000786,2026-07-01,20260701,M006,CUST0239,P044,C006,PAY001,UPI,P2M,4,6356.19,0.0,6356.19,4480,1876.19,Success
